"participant","keep","condition","distribution","skew","generation","trajectory","converged","correct_mapping","produced_mapping","score","nbound","nbound_change","nlabel1","nlabel1_change","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","catsys","optu","optl","optr","optd","catchange"
"iU324135",1,"individual","uniform","no",2,"s7120",FALSE,"1,1,1,0,0,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",8,1,0,5,2,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,2
"cU532084",1,"culture","uniform","no",1,"s800",FALSE,"0,1,0,1,0,0,0,1,1,1","0,0,0,0,0,1,1,1,1,1",6,1,-4,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,4
"cU616235",1,"culture","uniform","no",1,"s600",FALSE,"1,0,1,1,0,0,1,0,0,1","0,0,1,1,0,1,1,0,0,1",8,5,-1,5,0,0,0,1,1,0,1,1,0,0,1,"0011011001",0,2,1,0,2
"iR592094",1,"individual","right","yes",7,"s8757",FALSE,"0,0,0,0,1,1,1,1,1,0","0,0,0,0,0,1,1,1,1,0",9,2,0,6,1,0,0,0,0,0,1,1,1,1,0,"0000011110",1,7,1,1,1
"cL545465",1,"culture","left","yes",5,"s4100",TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,0
"iU338909",0,"individual","uniform","no",4,"s3713",FALSE,"1,0,1,0,0,1,1,1,1,1","1,0,0,0,1,0,0,1,1,1",6,4,0,5,-2,1,0,0,0,1,0,0,1,1,1,"1000100111",0,6,4,0,4
"iL586478",1,"individual","left","yes",3,"s3729",FALSE,"1,1,1,0,0,0,0,0,1,1","1,1,1,1,0,0,0,0,1,1",9,2,0,6,1,0,0,0,0,1,1,1,1,0,0,"0000111100",1,7,3,7,1
"iL573482",1,"individual","left","yes",3,"s5057",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,0,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,1
"iR372838",0,"individual","right","yes",6,"s5335",FALSE,"0,1,0,0,0,1,1,1,1,1","1,1,0,0,0,1,1,1,1,1",9,2,-1,7,3,1,1,0,0,0,1,1,1,1,1,"1100011111",2,8,4,4,1
"iL335230",1,"individual","left","yes",3,"s3406",TRUE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",10,1,0,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,0
"iL977317",1,"individual","left","yes",2,"s4479",FALSE,"1,1,1,1,1,0,1,0,0,0","1,1,1,1,1,1,0,0,0,0",8,1,-2,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,2
"iL586478",1,"individual","left","yes",8,"s3729",TRUE,"1,1,1,1,1,1,0,0,1,1","1,1,1,1,1,1,0,0,1,1",10,2,0,8,0,0,0,0,0,0,0,1,1,0,0,"0000001100",3,5,1,5,0
"iR432012",0,"individual","right","yes",4,"s4870",FALSE,"0,1,1,0,0,0,1,1,0,0","0,1,1,1,0,0,1,1,1,0",8,4,0,4,-2,0,1,1,1,0,0,1,1,1,0,"0111001110",1,3,3,3,2
"cR250856",1,"culture","right","yes",6,"s2200",FALSE,"0,1,1,1,1,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1",9,1,0,2,1,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,6,1
"iL550311",1,"individual","left","yes",3,"s6303",FALSE,"1,1,1,0,1,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",8,1,-2,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,2
"iR372838",0,"individual","right","yes",7,"s5335",FALSE,"1,1,0,0,0,1,1,1,1,1","1,0,0,0,0,0,1,1,1,1",8,2,0,5,-2,1,0,0,0,0,0,1,1,1,1,"1000001111",0,8,2,2,2
"iL920392",1,"individual","left","yes",4,"s8775",FALSE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,1,0,0",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,6,1
"cL387531",0,"culture","left","yes",2,"s3700",FALSE,"0,1,1,1,1,1,1,1,0,0","0,1,1,1,1,1,1,0,0,0",9,2,0,4,1,1,0,0,0,0,0,0,1,1,1,"1000000111",1,7,3,7,1
"iR592094",1,"individual","right","yes",2,"s8757",FALSE,"0,1,1,1,0,0,1,1,0,0","0,0,0,0,1,1,1,1,1,0",4,2,-2,5,0,0,0,0,0,1,1,1,1,1,0,"0000111110",0,8,2,2,6
"iU310044",1,"individual","uniform","no",3,"s7136",TRUE,"0,1,1,1,1,0,0,0,1,1","0,1,1,1,1,0,0,0,1,1",10,3,0,4,0,0,1,1,1,1,0,0,0,1,1,"0111100011",1,2,4,1,0
"iU681777",1,"individual","uniform","no",4,"s5672",TRUE,"1,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0",10,1,0,1,0,0,1,1,1,1,1,1,1,1,1,"0111111111",4,1,7,4,0
"cR340582",1,"culture","right","yes",3,"s2800",TRUE,"0,0,0,1,1,1,1,1,1,1","0,0,0,1,1,1,1,1,1,1",10,1,0,3,0,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,5,0
"iR713831",1,"individual","right","yes",3,"s8056",FALSE,"1,0,0,0,0,0,0,1,1,0","1,1,0,0,0,0,0,0,1,0",8,3,0,3,0,0,0,1,1,1,1,1,1,0,1,"0011111101",2,4,3,3,2
"iR857968",1,"individual","right","yes",5,"s5659",FALSE,"1,1,1,0,0,0,0,0,0,0","1,1,0,0,0,0,0,0,0,0",9,1,0,2,-1,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,6,1
"iR763032",0,"individual","right","yes",7,"s5139",FALSE,"1,0,1,1,1,0,1,1,1,0","1,0,1,0,1,1,1,1,1,0",8,5,0,7,0,1,0,1,0,1,1,1,1,1,0,"1010111110",2,5,7,7,2
"cR226187",1,"culture","right","yes",2,"s2900",FALSE,"1,1,1,0,0,0,0,0,0,1","1,1,1,0,0,0,0,1,1,1",8,2,0,6,2,1,1,1,0,0,0,0,1,1,1,"1110000111",1,5,5,5,2
"iU744454",1,"individual","uniform","no",4,"s8897",TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,0
"iU103436",1,"individual","uniform","no",8,"s4594",TRUE,"0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,1,1",10,1,0,8,0,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,0
"cR478874",1,"culture","right","yes",4,"s2300",FALSE,"1,1,1,1,1,0,0,1,1,1","0,0,0,1,1,0,1,1,1,1",6,3,1,4,-4,0,0,0,1,1,0,1,1,1,1,"0001101111",1,4,4,4,4
"iR925144",0,"individual","right","yes",5,"s3416",FALSE,"1,0,0,1,0,1,1,1,0,0","1,1,0,1,1,0,1,0,0,0",6,5,0,5,0,1,1,0,1,1,0,1,0,0,0,"1101101000",0,5,5,5,4
"cL439356",0,"culture","left","yes",2,"s4400",FALSE,"1,1,0,0,0,0,0,1,1,1","1,1,0,0,0,0,0,0,1,1",9,2,0,4,-1,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,1
"iR925144",0,"individual","right","yes",8,"s3416",FALSE,"1,0,1,1,0,0,1,0,0,0","1,0,1,0,0,1,0,0,0,0",7,5,0,3,-1,1,0,1,0,0,1,0,0,0,0,"1010010000",2,4,4,4,3
"iL629593",1,"individual","left","yes",2,"s8871",FALSE,"1,0,0,0,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,1",9,2,-2,2,-1,0,1,1,1,1,1,1,1,1,0,"0111111110",3,5,5,5,1
"iL730742",1,"individual","left","yes",4,"s6968",TRUE,"0,1,1,1,1,1,1,1,1,0","0,1,1,1,1,1,1,1,1,0",10,2,0,2,0,0,1,1,1,1,1,1,1,1,0,"0111111110",3,5,5,5,0
"cL305786",1,"culture","left","yes",4,"s3900",FALSE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",9,1,0,5,1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,1
"iL436017",1,"individual","left","yes",1,"s1519",FALSE,"0,1,0,0,1,1,1,1,0,0","0,0,0,0,1,1,1,1,0,0",9,2,-2,6,1,0,0,0,0,1,1,1,1,0,0,"0000111100",1,7,3,7,1
"iR983876",1,"individual","right","yes",3,"s5056",FALSE,"0,0,1,1,1,1,1,1,0,1","0,0,0,1,1,1,1,1,0,1",9,3,0,4,1,0,0,0,1,1,1,1,1,0,1,"0001111101",1,5,2,2,1
"cL226361",0,"culture","left","yes",3,"s3700",FALSE,"0,1,1,1,1,1,1,0,0,0","0,1,1,1,1,1,0,0,0,0",9,2,0,5,1,1,0,0,0,0,0,1,1,1,1,"1000001111",0,8,2,8,1
"cU204424",0,"culture","uniform","no",5,"s1200",FALSE,"1,0,1,0,1,0,1,1,0,1","1,0,1,0,1,0,1,1,0,0",9,7,-1,5,-1,0,1,0,1,0,1,0,0,1,1,"0101010011",0,3,1,0,1
"iL242076",0,"individual","left","yes",2,"s9394",FALSE,"0,0,1,1,0,1,1,0,0,1","0,0,1,0,0,0,1,1,0,1",7,5,0,6,1,0,0,1,0,0,0,1,1,0,1,"0010001101",1,4,2,4,3
"iL242076",0,"individual","left","yes",5,"s9394",FALSE,"0,0,1,1,0,0,0,1,0,1","0,0,0,1,0,0,0,1,0,1",9,5,0,7,1,0,0,0,1,0,0,0,1,0,1,"0001000101",2,4,3,4,1
"cL391286",0,"culture","left","yes",4,"s4400",FALSE,"1,1,0,0,0,0,0,1,1,1","1,1,0,0,0,0,0,0,1,1",9,2,0,4,-1,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,1
"iR849000",1,"individual","right","yes",3,"s9878",FALSE,"1,1,1,1,0,0,0,0,0,1","1,1,1,0,0,0,0,0,0,1",9,2,0,4,-1,0,0,0,1,1,1,1,1,1,0,"0001111110",1,7,3,3,1
"iR849000",1,"individual","right","yes",7,"s9878",FALSE,"1,1,0,0,0,0,0,0,0,1","1,1,1,0,0,0,0,0,0,1",9,2,0,4,1,0,0,0,1,1,1,1,1,1,0,"0001111110",1,7,3,3,1
"iU413460",1,"individual","uniform","no",2,"s7581",FALSE,"1,1,0,0,0,1,1,1,0,0","1,1,1,1,1,1,1,0,0,0",6,1,-2,7,2,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,2,4
"cL995579",0,"culture","left","yes",4,"s3700",FALSE,"0,1,1,1,1,1,0,0,0,0","0,1,1,1,1,1,1,0,0,0",9,2,0,4,-1,1,0,0,0,0,0,0,1,1,1,"1000000111",1,7,3,7,1
"iL308010",0,"individual","left","yes",2,"s1832",FALSE,"0,1,1,1,0,1,0,0,0,0","0,1,1,1,1,1,0,1,0,0",8,4,0,4,-2,0,1,1,1,1,1,0,1,0,0,"0111110100",1,2,2,2,2
"iR415143",0,"individual","right","yes",1,"s6813",FALSE,"0,0,0,1,1,1,1,0,0,1","0,0,0,0,0,1,1,1,1,1",6,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,4
"iU201298",1,"individual","uniform","no",2,"s8107",TRUE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,0
"iR857968",1,"individual","right","yes",1,"s5659",FALSE,"0,1,1,0,0,1,0,1,1,0","1,0,0,0,1,0,0,1,0,0",4,5,-1,3,-2,0,1,1,1,0,1,1,0,1,1,"0111011011",2,2,2,2,4
"cU514983",1,"culture","uniform","no",4,"s100",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,1,1",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,1
"cL251038",1,"culture","left","yes",1,"s4000",FALSE,"1,0,0,1,0,1,0,1,1,0","1,1,1,1,1,1,1,0,0,0",4,1,-6,7,2,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,4
"iR643497",0,"individual","right","yes",5,"s1123",FALSE,"1,1,1,0,1,0,1,0,1,0","0,0,0,0,1,0,0,1,1,1",4,3,-4,6,0,0,0,0,0,1,0,0,1,1,1,"0000100111",1,4,4,4,6
"iL595975",1,"individual","left","yes",3,"s6218",TRUE,"1,1,0,0,1,0,0,0,0,0","1,1,0,0,1,0,0,0,0,0",10,3,0,3,0,0,0,1,1,0,1,1,1,1,1,"0011011111",2,2,4,2,0
"iR432012",0,"individual","right","yes",7,"s4870",FALSE,"0,1,1,0,0,1,1,1,1,0","0,1,1,1,0,1,1,1,1,0",9,4,0,3,-1,0,1,1,1,0,1,1,1,1,0,"0111011110",2,2,2,2,1
"iU802502",1,"individual","uniform","no",5,"s4030",TRUE,"1,1,1,0,0,0,0,0,1,0","1,1,1,0,0,0,0,0,1,0",10,3,0,4,0,0,0,0,1,1,1,1,1,0,1,"0001111101",1,5,2,1,0
"iU366691",1,"individual","uniform","no",6,"s6345",TRUE,"1,0,1,1,1,1,0,0,1,0","1,0,1,1,1,1,0,0,1,0",10,5,0,6,0,0,1,0,0,0,0,1,1,0,1,"0100001101",1,4,2,1,0
"cL312876",1,"culture","left","yes",1,"s3500",FALSE,"0,1,0,1,0,0,1,0,1,1","0,0,0,0,0,0,1,1,1,1",7,1,-6,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,3
"cU367624",1,"culture","uniform","no",5,"s100",FALSE,"0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,0,1",9,1,0,9,1,0,0,0,0,0,0,0,0,0,1,"0000000001",4,7,1,4,1
"iR415143",0,"individual","right","yes",5,"s6813",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,1,1,0,1,1,1",8,3,2,5,-2,0,0,0,0,1,1,0,1,1,1,"0000110111",0,4,3,3,2
"iU759166",1,"individual","uniform","no",1,"s4905",FALSE,"0,0,1,1,0,1,0,0,1,1","0,0,0,0,0,0,1,1,1,1",5,1,-4,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,5
"iR372838",0,"individual","right","yes",4,"s5335",FALSE,"1,0,1,0,1,1,1,1,1,1","1,0,0,1,0,1,1,1,1,1",7,4,0,7,-1,1,0,0,1,0,1,1,1,1,1,"1001011111",2,4,2,2,3
"iU802502",1,"individual","uniform","no",4,"s4030",FALSE,"1,1,1,0,0,0,0,0,0,0","1,1,1,0,0,0,0,0,1,0",9,3,2,4,1,0,0,0,1,1,1,1,1,0,1,"0001111101",1,5,2,1,1
"iU538938",1,"individual","uniform","no",5,"s5015",FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,1,1,1",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,2,1
"iU838884",1,"individual","uniform","no",8,"s5759",TRUE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,0
"iR925144",0,"individual","right","yes",4,"s3416",FALSE,"1,0,1,1,0,0,1,1,0,0","1,0,0,1,0,1,1,1,0,0",8,5,0,5,0,1,0,0,1,0,1,1,1,0,0,"1001011100",0,6,5,5,2
"iL308010",0,"individual","left","yes",5,"s1832",FALSE,"0,0,1,1,0,1,0,0,0,0","0,1,1,1,1,1,0,0,0,0",8,2,-2,5,-2,0,1,1,1,1,1,0,0,0,0,"0111110000",0,2,8,2,2
"cU840512",1,"culture","uniform","no",2,"s800",TRUE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,0
"iL800824",1,"individual","left","yes",6,"s5141",TRUE,"1,1,1,1,1,1,0,0,0,1","1,1,1,1,1,1,0,0,0,1",10,2,0,7,0,0,0,0,0,0,0,1,1,1,0,"0000001110",2,6,0,6,0
"iU366691",1,"individual","uniform","no",2,"s6345",FALSE,"1,0,0,0,1,1,1,0,1,0","1,0,1,1,1,0,0,0,1,0",6,5,0,5,0,0,1,0,0,0,1,1,1,0,1,"0100011101",0,3,3,0,4
"cR468377",1,"culture","right","yes",2,"s2400",FALSE,"1,0,1,0,1,0,0,1,1,0","0,0,1,1,1,1,1,1,0,0",5,2,-5,4,-1,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,5
"cU287518",1,"culture","uniform","no",2,"s1500",TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,0
"cL637696",0,"culture","left","yes",6,"s4400",FALSE,"1,1,0,0,1,0,0,0,0,1","1,1,1,1,0,1,0,0,0,1",6,4,0,6,2,0,0,0,0,1,0,1,1,1,0,"0000101110",1,3,1,3,4
"iR592094",1,"individual","right","yes",3,"s8757",FALSE,"0,0,0,0,1,1,1,1,1,0","0,1,0,0,1,1,1,1,1,0",9,4,2,4,-1,0,1,0,0,1,1,1,1,1,0,"0100111110",1,1,3,3,1
"iR184010",1,"individual","right","yes",2,"s9892",FALSE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",9,1,0,5,1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,1
"cU250362",1,"culture","uniform","no",5,"s1100",TRUE,"1,0,0,0,0,1,1,1,1,1","1,0,0,0,0,1,1,1,1,1",10,2,0,6,0,0,1,1,1,1,0,0,0,0,0,"0111100000",1,1,7,1,0
"cU298028",1,"culture","uniform","no",3,"s600",FALSE,"0,0,0,1,1,1,1,0,0,1","0,0,0,0,1,1,1,0,0,1",9,3,0,6,1,0,0,0,0,1,1,1,0,0,1,"0000111001",1,5,1,1,1
"iL373860",0,"individual","left","yes",8,"s9879",FALSE,"0,0,1,1,1,1,0,1,1,1","0,0,1,1,0,0,1,1,1,0",6,4,1,5,2,0,0,1,1,0,0,1,1,1,0,"0011001110",0,4,2,4,4
"cU312035",1,"culture","uniform","no",3,"s100",FALSE,"0,0,0,0,0,1,0,0,1,1","0,0,0,0,0,0,0,1,1,1",8,1,-2,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,2,2
"iR761380",1,"individual","right","yes",3,"s4057",FALSE,"0,0,0,0,0,0,0,0,0,1","0,0,0,1,0,0,0,0,0,1",9,3,2,8,-1,0,0,0,1,0,0,0,0,0,1,"0001000001",3,4,2,2,1
"iU366691",1,"individual","uniform","no",1,"s6345",FALSE,"1,0,1,1,1,0,0,0,1,0","1,0,0,0,1,1,1,0,1,0",6,5,0,5,0,0,1,1,1,0,0,0,1,0,1,"0111000101",0,2,2,0,6
"cU590283",1,"culture","uniform","no",4,"s200",FALSE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",9,1,0,5,1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,1
"iU630641",1,"individual","uniform","no",2,"s8812",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,1,1,1,1",9,1,0,6,-1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,1
"cR115815",1,"culture","right","yes",2,"s2100",FALSE,"1,1,0,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,-2,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,1
"iU329183",1,"individual","uniform","no",3,"s6606",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,1,0,5,-1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,1
"iU838884",1,"individual","uniform","no",1,"s5759",FALSE,"1,0,0,1,0,1,1,1,0,0","0,0,0,0,1,1,1,1,1,1",5,1,-4,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,1,5
"iR920068",1,"individual","right","yes",3,"s2390",TRUE,"1,1,0,0,0,0,0,0,0,1","1,1,0,0,0,0,0,0,0,1",10,2,0,3,0,0,0,1,1,1,1,1,1,1,0,"0011111110",2,6,4,4,0
"iL902273",1,"individual","left","yes",4,"s3159",FALSE,"0,0,0,0,0,1,1,0,1,1","0,0,0,0,0,1,1,1,1,1",9,1,-2,5,-1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,1
"iU898134",1,"individual","uniform","no",5,"s6822",FALSE,"0,1,1,1,0,0,1,0,0,0","0,1,0,1,1,0,1,0,0,0",8,6,2,6,0,0,1,0,1,1,0,1,0,0,0,"0101101000",1,4,3,1,2
"iU802502",1,"individual","uniform","no",1,"s4030",FALSE,"1,1,1,1,0,0,0,0,1,0","1,1,0,0,0,1,0,0,1,0",7,5,2,4,-1,0,0,1,1,1,0,1,1,0,1,"0011101101",1,4,2,1,7
"cU135007",0,"culture","uniform","no",2,"s1200",FALSE,"1,1,0,1,0,0,1,1,0,0","1,1,0,0,0,0,0,1,1,0",7,3,-2,4,-1,0,0,1,1,1,1,1,0,0,1,"0011111001",1,5,2,1,3
"iL242076",0,"individual","left","yes",6,"s9394",FALSE,"0,0,0,1,0,0,0,1,0,1","0,0,0,1,0,0,1,0,0,1",8,5,0,7,0,0,0,0,1,0,0,1,0,0,1,"0001001001",2,4,1,4,2
"iL195422",1,"individual","left","yes",3,"s2054",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,1,0,0,0",9,1,0,7,1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"iU731688",1,"individual","uniform","no",1,"s1067",FALSE,"0,1,0,1,0,1,1,0,1,0","0,0,1,1,1,1,1,1,0,0",5,2,-6,4,-1,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,1,5
"iR432012",0,"individual","right","yes",5,"s4870",FALSE,"0,1,1,1,0,0,1,1,1,0","0,1,1,0,0,0,1,1,1,0",9,4,0,5,1,0,1,1,0,0,0,1,1,1,0,"0110001110",0,3,4,4,1
"cR760187",1,"culture","right","yes",4,"s2900",TRUE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,1,1,1,1",10,1,0,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,0
"iU308968",0,"individual","uniform","no",4,"s2643",FALSE,"0,0,1,1,1,1,0,0,0,1","1,1,1,1,0,0,0,1,0,1",5,4,1,6,1,1,1,1,1,0,0,0,1,0,1,"1111000101",1,5,6,1,5
"iL397196",1,"individual","left","yes",2,"s3399",FALSE,"0,0,0,0,1,0,1,1,1,1","0,0,0,0,0,0,1,1,1,1",9,1,-2,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,4,1
"iR422840",1,"individual","right","yes",4,"s8247",TRUE,"0,1,1,1,1,1,1,1,0,1","0,1,1,1,1,1,1,1,0,1",10,3,0,2,0,0,1,1,1,1,1,1,1,0,1,"0111111101",3,3,4,4,0
"iU308968",0,"individual","uniform","no",3,"s2643",FALSE,"1,0,0,0,1,1,1,1,0,1","0,0,1,1,1,1,0,0,0,1",5,3,-1,5,-1,0,0,1,1,1,1,0,0,0,1,"0011110001",0,5,1,0,5
"iR656471",1,"individual","right","yes",1,"s8874",FALSE,"1,1,0,1,0,0,0,1,1,0","1,1,1,1,1,0,1,1,0,0",6,3,-2,7,2,0,0,0,0,0,1,0,0,1,1,"0000010011",2,4,2,2,6
"cR842300",1,"culture","right","yes",7,"s2700",FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,1,0,6,1,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,2,1
"cR369975",1,"culture","right","yes",1,"s1900",FALSE,"1,0,1,1,1,0,0,1,0,0","0,0,0,1,1,1,1,0,0,0",5,2,-3,6,1,1,1,1,0,0,0,0,1,1,1,"1110000111",1,5,5,5,5
"iR579658",1,"individual","right","yes",3,"s7294",FALSE,"1,1,0,1,0,0,0,0,0,1","1,1,0,0,0,0,0,0,0,1",9,2,-2,3,-1,0,0,1,1,1,1,1,1,1,0,"0011111110",2,6,4,4,1
"iR925144",0,"individual","right","yes",3,"s3416",FALSE,"1,0,1,0,0,1,1,1,0,0","1,0,1,1,0,0,1,1,0,0",8,5,0,5,0,1,0,1,1,0,0,1,1,0,0,"1011001100",0,6,3,3,2
"cU358568",1,"culture","uniform","no",2,"s400",TRUE,"0,1,1,0,0,0,0,0,1,1","0,1,1,0,0,0,0,0,1,1",10,3,0,6,0,0,1,1,0,0,0,0,0,1,1,"0110000011",1,2,5,1,0
"iL407653",1,"individual","left","yes",2,"s2353",FALSE,"0,1,1,1,1,1,1,0,0,0","0,1,1,1,1,1,0,1,1,0",7,4,2,3,-1,0,1,1,1,1,1,0,1,1,0,"0111110110",2,2,1,2,3
"cR629296",1,"culture","right","yes",3,"s3000",TRUE,"0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,1",10,1,0,9,0,0,0,0,0,0,0,0,0,0,1,"0000000001",4,7,1,1,0
"cU797104",1,"culture","uniform","no",5,"s500",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,1,0,5,-1,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,1
"cU424342",0,"culture","uniform","no",11,"s1200",TRUE,"1,1,1,1,1,1,1,1,0,0","1,1,1,1,1,1,1,1,0,0",10,1,0,8,0,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,0
"cU755553",1,"culture","uniform","no",1,"s200",FALSE,"1,0,1,1,0,0,0,0,1,1","0,1,1,0,1,1,1,0,1,1",4,5,1,3,-2,0,1,1,0,1,1,1,0,1,1,"0110111011",2,1,3,2,6
"iL308010",0,"individual","left","yes",8,"s1832",FALSE,"0,1,1,1,1,0,0,0,0,0","0,1,1,1,0,0,0,0,0,0",9,2,0,7,1,0,1,1,1,0,0,0,0,0,0,"0111000000",2,0,6,0,1
"iR184010",1,"individual","right","yes",4,"s9892",TRUE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",10,1,0,4,0,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,4,0
"iU155543",1,"individual","uniform","no",1,"s3757",FALSE,"0,1,1,0,0,1,1,0,0,1","1,0,0,0,1,0,0,1,1,1",2,4,-1,5,0,0,1,1,1,0,1,1,0,0,0,"0111011000",0,0,2,0,2
"iU744435",1,"individual","uniform","no",1,"s7738",FALSE,"1,0,0,1,0,0,1,1,1,0","0,1,1,1,0,0,0,1,1,0",6,4,-1,5,0,0,1,1,1,0,0,0,1,1,0,"0111000110",0,4,3,0,4
"cR402205",1,"culture","right","yes",1,"s1700",FALSE,"0,0,0,1,1,0,0,1,1,1","0,0,0,0,0,1,1,1,1,1",6,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,4
"cU981214",0,"culture","uniform","no",1,"s900",FALSE,"1,0,0,1,0,0,1,0,1,1","1,0,1,0,0,0,0,0,1,1",7,4,-2,4,-1,1,0,1,0,0,0,0,0,1,1,"1010000011",1,7,6,1,3
"iU449692",1,"individual","uniform","no",2,"s1653",FALSE,"0,0,0,0,0,0,1,1,0,1","0,0,0,0,0,0,1,0,0,1",9,3,0,8,1,0,0,0,0,0,0,1,0,0,1,"0000001001",3,5,1,3,1
